"PVWatts Hourly PV Performance Data"
"Requested Location","los angeles, CA"
"Location","Lat, Lng: 34.05, -118.26"
"Latitude (DD)","34.05"
"Longitude (DD)","-118.26"
"Elevation (m)","97.559997558594"
"DC System Size (kW)","10"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (kW/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","22","1","0","0","8","1.5","0.13","0","8","0","0"
"3","22","2","0","0","8","1.8","0.13","0","8","0","0"
"3","22","3","0","0","8","2.2","0.13","0","8","0","0"
"3","22","4","0","0","8","2.4","0.13","0","8","0","0"
"3","22","5","0","0","8","2.5","0.13","0","8","0","0"
"3","22","6","354","39","11","2.8","0.13","88.329","12.691","564.833","505.183"
"3","22","7","720","69","14","2.5","0.13","347.763","21.648","2925.441","2782.145"
"3","22","8","856","87","17","1.6","0.13","608.794","33.203","5123.972","4902.774"
"3","22","9","923","98","19","0.9","0.13","823.969","44.855","6551.476","6279.696"
"3","22","10","958","105","20","0.7","0.13","979.863","52.378","7486.226","7181.324"
"3","22","11","967","111","21","1.3","0.13","1057.469","50.973","8089.088","7762.824"
"3","22","12","961","113","21","2.1","0.13","1053.486","46.121","8222.453","7891.463"
"3","22","13","945","107","21","2.8","0.13","969.434","41.316","7752.404","7438.07"
"3","22","14","900","103","20","3.4","0.13","810.154","35.399","6689.789","6413.108"
"3","22","15","818","94","19","3.8","0.13","591.966","29.612","5049.563","4831.001"
"3","22","16","678","74","16","3.6","0.13","335.874","22.144","2817.37","2677.903"
"3","22","17","346","39","13","2.6","0.13","86.47","14.715","547.759","488.714"
"3","22","18","0","0","11","1.4","0.13","0","11","0","0"
"3","22","19","0","0","11","0.6","0.13","0","11","0","0"
"3","22","20","0","0","11","0.5","0.13","0","11","0","0"
"3","22","21","0","0","11","0.7","0.13","0","11","0","0"
"3","22","22","0","0","11","0.7","0.13","0","11","0","0"
"3","22","23","0","0","10","0.6","0.13","0","10","0","0"
"3","23","0","0","0","10","0.5","0.13","0","10","0","0"
"3","23","1","0","0","10","0.4","0.13","0","10","0","0"
"3","23","2","0","0","9","0.4","0.13","0","9","0","0"
"3","23","3","0","0","9","0.4","0.13","0","9","0","0"
"3","23","4","0","0","9","0.5","0.13","0","9","0","0"
"3","23","5","0","0","9","0.7","0.13","0","9","0","0"
"3","23","6","83","45","11","0.9","0.13","54.908","12.661","405.093","351.103"
"3","23","7","350","115","13","1","0.13","253.172","20.707","2140","2024.535"
"3","23","8","411","193","15","1.4","0.13","450.148","27.506","3829.765","3654.426"
"3","23","9","718","161","17","2.4","0.13","738.703","33.655","6125.772","5869.076"
"3","23","10","611","257","18","3.3","0.13","832.076","34.015","6822.654","6541.265"
"3","23","11","654","267","19","3.9","0.13","929.036","35.3","7549.333","7242.194"
"3","23","12","904","132","19","4.3","0.13","1019.18","35.916","8285.554","7952.328"
"3","23","13","900","119","18","4.4","0.13","942.191","33.439","7770.758","7455.774"
"3","23","14","862","111","17","4.3","0.13","793.751","30.209","6683.742","6407.275"
"3","23","15","790","97","16","4","0.13","578.672","26.074","5000.476","4783.653"
"3","23","16","659","75","15","3.2","0.13","329.849","21.428","2774.4","2636.456"
"3","23","17","346","39","12","1.9","0.13","86.455","13.965","551.079","491.916"
"3","23","18","0","0","11","1.2","0.13","0","11","0","0"
"3","23","19","0","0","10","1","0.13","0","10","0","0"
"3","23","20","0","0","10","0.8","0.13","0","10","0","0"
"3","23","21","0","0","10","0.7","0.13","0","10","0","0"
"3","23","22","0","0","10","0.6","0.13","0","10","0","0"
"3","23","23","0","0","10","0.6","0.13","0","10","0","0"
"3","24","0","0","0","11","0.5","0.13","0","11","0","0"
"3","24","1","0","0","11","0.5","0.13","0","11","0","0"
"3","24","2","0","0","11","0.6","0.13","0","11","0","0"
"3","24","3","0","0","11","0.6","0.13","0","11","0","0"
"3","24","4","0","0","11","0.6","0.13","0","11","0","0"
"3","24","5","0","0","11","0.5","0.13","0","11","0","0"
"3","24","6","226","48","12","0.6","0.13","80.186","14.568","553.148","493.912"
"3","24","7","385","112","14","0.3","0.13","264.389","23.786","2210.424","2092.464"
"3","24","8","370","205","16","0.3","0.13","432.654","32.094","3608.458","3440.96"
"3","24","9","601","207","17","1","0.13","695.248","38.23","5648.904","5409.105"
"3","24","10","650","242","18","1.6","0.13","855.718","40.638","6836.342","6554.468"
"3","24","11","557","315","18","1.9","0.13","882.82","39.876","7036.006","6747.057"
"3","24","12","865","159","18","2.2","0.13","1017.901","41.788","8076.541","7750.722"
"3","24","13","866","143","18","2.2","0.13","943.326","40.066","7572.445","7264.487"
"3","24","14","828","132","17","2.1","0.13","789.611","35.87","6498.746","6228.834"
"3","24","15","675","118","16","1.8","0.13","533.016","29.578","4533.337","4333.067"
"3","24","16","483","95","15","1.4","0.13","281.525","22.769","2354.912","2231.833"
"3","24","17","54","44","13","1.3","0.13","49.567","14.368","370.409","317.648"
"3","24","18","0","0","13","1.2","0.13","0","13","0","0"
"3","24","19","0","0","13","1","0.13","0","13","0","0"
"3","24","20","0","0","12","0.6","0.13","0","12","0","0"
"3","24","21","0","0","12","0.5","0.13","0","12","0","0"
"3","24","22","0","0","12","0.5","0.13","0","12","0","0"
"3","24","23","0","0","11","0.6","0.13","0","11","0","0"
"3","25","0","0","0","11","0.6","0.13","0","11","0","0"
"3","25","1","0","0","10","0.5","0.13","0","10","0","0"
"3","25","2","0","0","10","0.3","0.13","0","10","0","0"
"3","25","3","0","0","10","0.2","0.13","0","10","0","0"
"3","25","4","0","0","9","0.3","0.13","0","9","0","0"
"3","25","5","0","0","9","0.5","0.13","0","9","0","0"
"3","25","6","336","46","11","0.4","0.13","94.432","14.157","628.815","566.898"
"3","25","7","0","79","13","0.6","0.13","73.419","15.498","616.309","554.835"
"3","25","8","0","155","15","1.2","0.13","145.539","19.221","1220.675","1137.786"
"3","25","9","417","279","16","1.8","0.13","615.219","31.599","5107.859","4887.232"
"3","25","10","896","129","17","2.5","0.13","953.669","38.079","7716.559","7403.495"
"3","25","11","909","135","18","2.9","0.13","1030.189","39.194","8261.972","7929.582"
"3","25","12","555","317","18","3","0.13","882.669","35.822","7147.016","6854.133"
"3","25","13","544","284","17","2.8","0.13","798.54","33.701","6547.491","6275.852"
"3","25","14","586","211","17","2.5","0.13","682.027","32.084","5676.023","5435.263"
"3","25","15","783","105","17","2.4","0.13","583.1","30.189","4956.463","4741.2"
"3","25","16","675","76","16","2","0.13","337.021","24.163","2806.752","2667.662"
"3","25","17","378","40","13","1.6","0.13","91.612","15.217","580.455","520.251"
"3","25","18","0","0","11","1.5","0.13","0","11","0","0"
"3","25","19","0","0","11","1.3","0.13","0","11","0","0"
"3","25","20","0","0","11","1.1","0.13","0","11","0","0"
"3","25","21","0","0","11","0.9","0.13","0","11","0","0"
"3","25","22","0","0","10","0.7","0.13","0","10","0","0"
"3","25","23","0","0","10","0.7","0.13","0","10","0","0"
"3","26","0","0","0","10","0.8","0.13","0","10","0","0"
"3","26","1","0","0","10","0.9","0.13","0","10","0","0"
"3","26","2","0","0","9","0.9","0.13","0","9","0","0"
"3","26","3","0","0","9","1","0.13","0","9","0","0"
"3","26","4","0","0","9","1.2","0.13","0","9","0","0"
"3","26","5","0","0","9","1.4","0.13","0","9","0","0"
"3","26","6","359","46","11","1.2","0.13","99.469","13.683","665.212","602.005"
"3","26","7","720","71","13","0.6","0.13","357.263","25.089","2982.01","2836.71"
"3","26","8","845","88","16","0.7","0.13","611.261","36.282","5075.824","4856.331"
"3","26","9","906","101","18","1.6","0.13","821.511","39.797","6658.708","6383.128"
"3","26","10","945","106","19","2.4","0.13","975.88","40.977","7806.434","7490.186"
"3","26","11","958","110","20","3","0.13","1053.171","41.305","8375.59","8039.174"
"3","26","12","953","112","20","3.5","0.13","1048.845","39.57","8399.908","8062.63"
"3","26","13","941","106","20","3.4","0.13","967.749","38.358","7825.132","7508.22"
"3","26","14","909","97","19","3","0.13","812.786","35.486","6705.147","6427.922"
"3","26","15","845","86","18","2.8","0.13","600.726","30.644","5102.392","4881.959"
"3","26","16","696","73","17","2.4","0.13","341.939","24.661","2842.241","2701.894"
"3","26","17","383","41","15","1.8","0.13","93.209","17.164","588.212","527.734"
"3","26","18","0","0","13","1.3","0.13","0","13","0","0"
"3","26","19","0","0","13","0.7","0.13","0","13","0","0"
"3","26","20","0","0","12","0.5","0.13","0","12","0","0"
"3","26","21","0","0","12","0.7","0.13","0","12","0","0"
"3","26","22","0","0","11","0.8","0.13","0","11","0","0"
"3","26","23","0","0","11","0.8","0.13","0","11","0","0"
"3","27","0","0","0","11","0.8","0.13","0","11","0","0"
"3","27","1","0","0","10","0.8","0.13","0","10","0","0"
"3","27","2","0","0","10","0.7","0.13","0","10","0","0"
"3","27","3","0","0","11","0.4","0.13","0","11","0","0"
"3","27","4","0","0","10","0.3","0.13","0","10","0","0"
"3","27","5","0","0","10","0.6","0.13","0","10","0","0"
"3","27","6","0","45","11","1.1","0.13","41.782","12.236","337.155","285.572"
"3","27","7","43","136","13","1","0.13","147.273","17.499","1255.201","1171.089"
"3","27","8","326","220","15","0.9","0.13","423.074","28.271","3572.642","3406.414"
"3","27","9","431","276","16","1.5","0.13","631.649","33.096","5212.41","4988.078"
"3","27","10","349","365","17","2.5","0.13","698.907","32.402","5733.793","5490.986"
"3","27","11","346","399","18","3.1","0.13","756.002","32.992","6166.909","5908.755"
"3","27","12","357","398","17","3.4","0.13","764.881","31.451","6278.232","6016.134"
"3","27","13","279","381","17","3.5","0.13","649.835","29.092","5390.988","5160.328"
"3","27","14","470","256","16","3.4","0.13","637.587","28.091","5372.174","5142.181"
"3","27","15","297","221","15","3.3","0.13","402.618","22.773","3469.444","3306.872"
"3","27","16","144","138","14","3.3","0.13","189.663","17.652","1619.107","1522.1"
"3","27","17","158","51","13","3","0.13","70.79","14.369","505.516","447.968"
"3","27","18","0","0","11","2.6","0.13","0","11","0","0"
"3","27","19","0","0","11","2.2","0.13","0","11","0","0"
"3","27","20","0","0","11","1.8","0.13","0","11","0","0"
"3","27","21","0","0","11","1.5","0.13","0","11","0","0"
"3","27","22","0","0","11","1.2","0.13","0","11","0","0"
"3","27","23","0","0","11","0.8","0.13","0","11","0","0"
"3","28","0","0","0","11","0.4","0.13","0","11","0","0"
"3","28","1","0","0","11","0.2","0.13","0","11","0","0"
"3","28","2","0","0","11","0.3","0.13","0","11","0","0"
"3","28","3","0","0","10","0.5","0.13","0","10","0","0"
"3","28","4","0","0","10","0.6","0.13","0","10","0","0"
"3","28","5","0","0","10","0.6","0.13","0","10","0","0"
"3","28","6","124","52","11","0.8","0.13","69.5","13.159","517.607","459.631"
"3","28","7","219","141","12","1.2","0.13","227.659","18.608","1947.694","1839.044"
"3","28","8","13","189","14","1.5","0.13","186.187","19.036","1576.241","1480.753"
"3","28","9","234","328","15","1.8","0.13","515.288","28.046","4307.06","4114.808"
"3","28","10","321","375","17","2.4","0.13","683.93","32.35","5606.702","5368.399"
"3","28","11","29","343","18","3.1","0.13","367.476","25.267","3033.21","2886.096"
"3","28","12","41","369","18","3.9","0.13","405.905","25.089","3361.954","3203.191"
"3","28","13","26","309","18","4.6","0.13","327.394","23.191","2726.004","2589.776"
"3","28","14","5","192","17","5","0.13","184.558","19.783","1540.317","1446.102"
"3","28","15","200","236","16","5","0.13","354.293","21.371","3052.5","2904.703"
"3","28","16","96","139","14","4.5","0.13","172.364","16.786","1475.484","1383.567"
"3","28","17","32","47","12","3.5","0.13","48.381","12.887","375.723","322.774"
"3","28","18","0","0","11","2.7","0.13","0","11","0","0"
"3","28","19","0","0","11","2.3","0.13","0","11","0","0"
"3","28","20","0","0","11","2.1","0.13","0","11","0","0"
"3","28","21","0","0","11","1.9","0.13","0","11","0","0"
"3","28","22","0","0","11","1.7","0.13","0","11","0","0"
"3","28","23","0","0","11","1.4","0.13","0","11","0","0"
"3","29","0","0","0","10","1.3","0.13","0","10","0","0"
"3","29","1","0","0","10","1.1","0.13","0","10","0","0"
"3","29","2","0","0","10","0.8","0.13","0","10","0","0"
"3","29","3","0","0","10","0.5","0.13","0","10","0","0"
"3","29","4","0","0","10","0.4","0.13","0","10","0","0"
"3","29","5","0","0","10","0.6","0.13","0","10","0","0"
"3","29","6","96","54","11","0.8","0.13","66.397","13.077","504.888","447.363"
"3","29","7","40","139","12","0.8","0.13","148.952","16.793","1273.773","1189.002"
"3","29","8","11","188","14","1","0.13","183.924","19.605","1552.178","1457.543"
"3","29","9","186","335","15","1.4","0.13","484.664","28.395","4035.304","3852.682"
"3","29","10","443","329","16","1.9","0.13","756.614","34.749","6160.298","5902.379"
"3","29","11","166","437","17","2.6","0.13","609.354","30.155","4997.599","4780.879"
"3","29","12","271","423","18","3.3","0.13","706.916","31.561","5786.484","5541.81"
"3","29","13","107","390","18","3.8","0.13","484.123","26.595","4022.242","3840.082"
"3","29","14","3","175","17","4.1","0.13","166.591","19.833","1384.743","1296.04"
"3","29","15","5","171","16","4.3","0.13","163.739","18.716","1381.946","1293.342"
"3","29","16","624","86","15","4.1","0.13","327.895","20.576","2771.158","2633.329"
"3","29","17","309","47","13","3.3","0.13","88.047","14.579","586.82","526.391"
"3","29","18","0","0","11","2.4","0.13","0","11","0","0"
"3","29","19","0","0","11","1.7","0.13","0","11","0","0"
"3","29","20","0","0","11","1.2","0.13","0","11","0","0"
"3","29","21","0","0","11","0.9","0.13","0","11","0","0"
"3","29","22","0","0","11","0.9","0.13","0","11","0","0"
"3","29","23","0","0","11","1.1","0.13","0","11","0","0"
"3","30","0","0","0","10","1.1","0.13","0","10","0","0"
"3","30","1","0","0","10","1","0.13","0","10","0","0"
"3","30","2","0","0","10","0.7","0.13","0","10","0","0"
"3","30","3","0","0","10","0.7","0.13","0","10","0","0"
"3","30","4","0","0","9","1","0.13","0","9","0","0"
"3","30","5","0","0","9","1.3","0.13","0","9","0","0"
"3","30","6","249","62","11","1.6","0.13","100.269","13.537","729.385","663.905"
"3","30","7","554","111","13","1.7","0.13","335.983","21.69","2856.361","2715.513"
"3","30","8","714","134","16","1.7","0.13","586.176","31.245","4945.583","4730.706"
"3","30","9","403","292","19","1.6","0.13","620.309","35.413","5064.734","4845.635"
"3","30","10","887","134","20","1.3","0.13","957.517","47.143","7459.861","7155.893"
"3","30","11","897","142","21","0.7","0.13","1031.026","55.016","7738.533","7424.69"
"3","30","12","887","148","22","0.3","0.13","1032.349","60.26","7572.727","7264.76"
"3","30","13","868","144","21","0.6","0.13","949.108","53.223","7209.173","6914.088"
"3","30","14","820","138","20","1","0.13","791.115","44.174","6289.795","6027.287"
"3","30","15","742","122","19","1.2","0.13","577.482","35.839","4791.846","4582.416"
"3","30","16","609","95","17","1.3","0.13","331.074","26.348","2738.873","2602.188"
"3","30","17","309","51","15","1.2","0.13","91.773","17.49","611.958","550.639"
"3","30","18","0","0","13","0.9","0.13","0","13","0","0"
"3","30","19","0","0","12","0.9","0.13","0","12","0","0"
"3","30","20","0","0","12","1.1","0.13","0","12","0","0"
"3","30","21","0","0","11","1.2","0.13","0","11","0","0"
"3","30","22","0","0","11","1.6","0.13","0","11","0","0"
"3","30","23","0","0","11","2.1","0.13","0","11","0","0"
"3","31","0","0","0","11","2.5","0.13","0","11","0","0"
"3","31","1","0","0","10","2.9","0.13","0","10","0","0"
"3","31","2","0","0","10","3.3","0.13","0","10","0","0"
"3","31","3","0","0","10","3.6","0.13","0","10","0","0"
"3","31","4","0","0","10","3.9","0.13","0","10","0","0"
"3","31","5","0","0","10","4.2","0.13","0","10","0","0"
"3","31","6","476","47","12","4.5","0.13","123.687","13.857","833.198","764.039"
"3","31","7","748","77","15","5.2","0.13","383.469","20.652","3277.232","3121.471"
"3","31","8","877","93","18","6.1","0.13","645.577","26.623","5557.999","5321.421"
"3","31","9","950","101","20","6.2","0.13","865.103","31.399","7234.335","6938.358"
"3","31","10","984","108","21","5.8","0.13","1021.121","35.047","8345.566","8010.214"
"3","31","11","995","112","22","5.5","0.13","1097.265","37.619","8837.917","8333.333"
"3","31","12","990","113","22","5.4","0.13","1090.152","37.704","8780.079","8333.333"
"3","31","13","968","111","23","5.4","0.13","1000.216","37.421","8105.24","7778.404"
"3","31","14","927","105","22","5.1","0.13","836.733","34.536","6919.205","6634.395"
"3","31","15","853","95","22","4.1","0.13","615.526","32.56","5183.463","4960.157"
"3","31","16","0","33","13","3.5","0.14","30.522","13.571","248.808","200.356"
"3","31","17","0","22","12","3.1","0.14","20.334","12.402","158.781","113.52"
"3","31","18","0","0","12","3.3","0.14","0","12","0","0"
"3","31","19","0","0","11","3.8","0.14","0","11","0","0"
"3","31","20","0","0","11","4.3","0.14","0","11","0","0"
"3","31","21","0","0","10","4.5","0.14","0","10","0","0"
"3","31","22","0","0","9","4.1","0.14","0","9","0","0"
"3","31","23","0","0","8","3.4","0.14","0","8","0","0"
"4","1","0","0","0","7","2.8","0.14","0","7","0","0"
"4","1","1","0","0","7","2.4","0.14","0","7","0","0"
"4","1","2","0","0","7","2.2","0.14","0","7","0","0"
"4","1","3","0","0","7","2.2","0.14","0","7","0","0"
"4","1","4","0","0","7","2.2","0.14","0","7","0","0"
"4","1","5","0","0","8","2.8","0.14","0","8","0","0"
"4","1","6","453","50","9","4","0.14","124.084","11.008","858.866","788.798"
"4","1","7","746","76","11","5.1","0.14","383.494","16.724","3328.949","3171.355"
"4","1","8","873","89","13","5.7","0.14","640.821","21.956","5613.331","5374.793"
"4","1","9","916","108","14","5.9","0.14","846.982","25.538","7239.432","6943.275"
"4","1","10","946","117","16","5.8","0.14","996.924","29.712","8316.282","7981.968"
"4","1","11","967","116","17","5.6","0.14","1075.031","32.122","8847.198","8333.333"
"4","1","12","963","117","17","5.6","0.14","1068.662","32.033","8800.122","8333.333"
"4","1","13","944","114","18","5.7","0.14","981.987","31.665","8137.647","7809.662"
"4","1","14","911","105","18","5.7","0.14","824.53","29.495","6951.241","6665.295"
"4","1","15","850","91","17","5.7","0.14","609.717","25.523","5274.621","5048.085"
"4","1","16","723","73","16","5.5","0.14","352.285","20.994","2972.076","2827.128"
"4","1","17","423","44","14","5.1","0.14","101.316","15.39","650.248","587.571"
"4","1","18","0","0","12","4.9","0.14","0","12","0","0"
"4","1","19","0","0","11","4.8","0.14","0","11","0","0"
"4","1","20","0","0","10","4.6","0.14","0","10","0","0"
"4","1","21","0","0","10","4.4","0.14","0","10","0","0"
"4","1","22","0","0","9","4.1","0.14","0","9","0","0"
"4","1","23","0","0","9","4","0.14","0","9","0","0"
"4","2","0","0","0","9","4.3","0.14","0","9","0","0"
"4","2","1","0","0","8","4.5","0.14","0","8","0","0"
"4","2","2","0","0","8","4.5","0.14","0","8","0","0"
"4","2","3","0","0","8","4.5","0.14","0","8","0","0"
"4","2","4","0","0","8","4.4","0.14","0","8","0","0"
"4","2","5","0","0","9","4.7","0.14","0","9","0","0"
"4","2","6","485","49","11","4.8","0.14","129.538","12.877","888.352","817.238"
"4","2","7","757","75","15","4.4","0.14","388.731","21.357","3319.484","3162.226"
"4","2","8","872","90","18","3.8","0.14","643.032","29.518","5472.324","5238.782"
"4","2","9","931","99","20","3.1","0.14","851.244","36.97","6963.586","6677.203"
"4","2","10","958","108","22","2.1","0.14","999.957","45.849","7827.538","7510.542"
"4","2","11","960","116","23","1.4","0.14","1069.107","52.586","8102.787","7776.038"
"4","2","12","945","123","23","1.4","0.14","1057.854","52.275","8029.778","7705.616"
"4","2","13","543","298","22","1.7","0.14","812.227","43.003","6406.943","6140.284"
"4","2","14","905","104","22","2.2","0.14","819.006","41.189","6595.045","6321.721"
"4","2","15","283","231","21","2.5","0.14","403.033","29.921","3372.19","3213.064"
"4","2","16","737","70","19","2.2","0.14","354.707","27.256","2920.312","2777.198"
"4","2","17","447","43","17","1.8","0.14","103.573","19.402","648.823","586.197"
"4","2","18","0","0","15","1.4","0.14","0","15","0","0"
"4","2","19","0","0","14","0.9","0.14","0","14","0","0"
"4","2","20","0","0","13","0.8","0.14","0","13","0","0"
"4","2","21","0","0","13","1","0.14","0","13","0","0"
"4","2","22","0","0","12","1.2","0.14","0","12","0","0"
"4","2","23","0","0","12","1.3","0.14","0","12","0","0"
"4","3","0","0","0","11","1.4","0.14","0","11","0","0"
"4","3","1","0","0","11","1.5","0.14","0","11","0","0"
"4","3","2","0","0","11","1.5","0.14","0","11","0","0"
"4","3","3","0","0","10","1.6","0.14","0","10","0","0"
"4","3","4","0","0","10","1.7","0.14","0","10","0","0"
"4","3","5","0","0","11","1.7","0.14","0","11","0","0"
"4","3","6","398","57","15","2.1","0.14","123.845","17.791","861.735","791.565"
"4","3","7","673","90","18","2.1","0.14","371.147","26.842","3104.77","2955.12"
"4","3","8","788","114","21","1.6","0.14","616.787","37.394","5080.875","4861.204"
"4","3","9","849","130","22","1.6","0.14","823.313","43.826","6544.835","6273.29"
"4","3","10","891","135","23","2","0.14","967.008","46.523","7545.578","7238.573"
"4","3","11","901","142","24","2.5","0.14","1038.475","46.923","8056.593","7731.481"
"4","3","12","896","144","24","3.1","0.14","1031.754","44.513","8085.715","7759.571"
"4","3","13","889","133","23","3.5","0.14","952.017","40.769","7610.298","7301"
"4","3","14","850","125","22","3.7","0.14","801.773","36.538","6570.894","6298.426"
"4","3","15","777","111","21","3.7","0.14","587.125","31.675","4952.303","4737.188"
"4","3","16","666","84","19","3.1","0.14","341.667","25.771","2831.288","2691.328"
"4","3","17","376","48","16","1.9","0.14","98.707","18.272","642.709","580.299"
"4","3","18","0","0","14","1","0.14","0","14","0","0"
"4","3","19","0","0","13","0.7","0.14","0","13","0","0"
"4","3","20","0","0","13","0.3","0.14","0","13","0","0"
"4","3","21","0","0","13","0.4","0.14","0","13","0","0"
"4","3","22","0","0","12","0.8","0.14","0","12","0","0"
"4","3","23","0","0","12","0.9","0.14","0","12","0","0"
"4","4","0","0","0","12","0.9","0.14","0","12","0","0"
"4","4","1","0","0","12","0.7","0.14","0","12","0","0"
"4","4","2","0","0","11","0.8","0.14","0","11","0","0"
"4","4","3","0","0","11","0.9","0.14","0","11","0","0"
"4","4","4","0","0","11","1","0.14","0","11","0","0"
"4","4","5","0","0","11","1.2","0.14","0","11","0","0"
"4","4","6","200","63","13","1.9","0.14","94.622","15.269","704.903","640.289"
"4","4","7","365","137","15","2.3","0.14","289.845","21.648","2468.308","2341.21"
"4","4","8","748","134","17","1.7","0.14","614.535","32.977","5145.077","4923.131"
"4","4","9","819","150","19","1","0.14","820.844","44.067","6513.126","6242.704"
"4","4","10","499","320","20","1.5","0.14","801.528","41.649","6346.294","6081.784"
"4","4","11","894","154","21","2.6","0.14","1052.288","43.805","8260.881","7928.53"
"4","4","12","909","144","22","3.4","0.14","1044.964","41.792","8276.495","7943.59"
"4","4","13","912","128","22","3.8","0.14","968.152","39.266","7783.869","7468.42"
"4","4","14","877","119","21","4","0.14","816.736","35.17","6729.427","6451.341"
"4","4","15","806","106","20","3.9","0.14","598.702","30.568","5073.284","4853.882"
"4","4","16","670","87","18","3.2","0.14","346.115","24.747","2880.929","2739.211"
"4","4","17","376","51","15","2.3","0.14","101.528","17.165","670.464","607.071"
"4","4","18","0","0","13","1.7","0.14","0","13","0","0"
"4","4","19","0","0","12","1.2","0.14","0","12","0","0"
"4","4","20","0","0","12","1.1","0.14","0","12","0","0"
"4","4","21","0","0","12","1.2","0.14","0","12","0","0"
"4","4","22","0","0","11","1.3","0.14","0","11","0","0"
"4","4","23","0","0","11","1.3","0.14","0","11","0","0"
"4","5","0","0","0","10","1.4","0.14","0","10","0","0"
"4","5","1","0","0","10","1.6","0.14","0","10","0","0"
"4","5","2","0","0","10","1.7","0.14","0","10","0","0"
"4","5","3","0","0","10","1.7","0.14","0","10","0","0"
"4","5","4","0","0","10","1.6","0.14","0","10","0","0"
"4","5","5","0","0","10","1.6","0.14","0","10","0","0"
"4","5","6","346","56","11","2","0.14","114.766","13.653","823.544","754.727"
"4","5","7","463","122","12","2.1","0.14","316.5","19.546","2721.528","2585.458"
"4","5","8","807","122","14","1.9","0.14","640.846","29.974","5431.739","5199.635"
"4","5","9","897","127","16","2.2","0.14","861.455","36.171","7056.624","6766.944"
"4","5","10","927","140","17","2.9","0.14","1007.474","37.73","8135.158","7807.261"
"4","5","11","928","153","18","3.7","0.14","1077.586","37.486","8671.642","8324.735"
"4","5","12","921","156","19","4.5","0.14","1069.164","36.256","8648.097","8302.025"
"4","5","13","888","158","19","5","0.14","983.258","33.881","8063.193","7737.846"
"4","5","14","849","145","18","5.2","0.14","821.356","30.147","6893.194","6609.305"
"4","5","15","743","139","17","5.2","0.14","594.945","25.82","5125.052","4903.815"
"4","5","16","574","115","16","4.7","0.14","334.981","21.252","2831.479","2691.513"
"4","5","17","306","60","13","3.5","0.14","99.372","14.749","690.607","626.501"
"4","5","18","0","0","10","2.6","0.14","0","10","0","0"
"4","5","19","0","0","10","2.3","0.14","0","10","0","0"
"4","5","20","0","0","9","2.4","0.14","0","9","0","0"
"4","5","21","0","0","9","2.7","0.14","0","9","0","0"
"4","5","22","0","0","8","2.9","0.14","0","8","0","0"
"4","5","23","0","0","7","3","0.14","0","7","0","0"
"4","6","0","0","0","6","3","0.14","0","6","0","0"
"4","6","1","0","0","6","3.1","0.14","0","6","0","0"
"4","6","2","0","0","5","3","0.14","0","5","0","0"
"4","6","3","0","0","5","2.9","0.14","0","5","0","0"
"4","6","4","0","0","5","2.9","0.14","0","5","0","0"
"4","6","5","0","0","6","3.4","0.14","0","6","0","0"
"4","6","6","405","69","8","4.2","0.14","138.228","10.216","1019.824","944.052"
"4","6","7","661","113","11","4.8","0.14","393.198","17.104","3426.228","3265.188"
"4","6","8","797","137","14","4.5","0.14","651.229","24.559","5630.23","5391.093"
"4","6","9","871","151","17","3.7","0.14","866.172","32.697","7184.714","6890.496"
"4","6","10","926","151","19","2.9","0.14","1025.313","40.093","8194.486","7864.487"
"4","6","11","932","160","20","2.1","0.14","1089.164","45.944","8468.019","8128.328"
"4","6","12","916","166","21","1.4","0.14","1082.783","50.95","8246.008","7914.183"
"4","6","13","916","148","22","1.1","0.14","998.715","51.703","7620.737","7311.069"
"4","6","14","870","140","22","1.1","0.14","832.74","46.81","6540.857","6269.452"
"4","6","15","784","128","21","1.2","0.14","608.41","38.735","4986.271","4769.952"
"4","6","16","613","109","19","1.1","0.14","345.768","29.249","2832.815","2692.802"
"4","6","17","190","54","16","1","0.14","77.14","18.249","544.139","485.223"
"4","6","18","0","0","13","1.1","0.14","0","13","0","0"
"4","6","19","0","0","12","1.4","0.14","0","12","0","0"
"4","6","20","0","0","11","1.7","0.14","0","11","0","0"
"4","6","21","0","0","11","1.9","0.14","0","11","0","0"
"4","6","22","0","0","10","2.1","0.14","0","10","0","0"
"4","6","23","0","0","10","2.2","0.14","0","10","0","0"
"4","7","0","0","0","10","2.3","0.14","0","10","0","0"
"4","7","1","0","0","10","2.3","0.14","0","10","0","0"
"4","7","2","0","0","9","2.2","0.14","0","9","0","0"
"4","7","3","0","0","9","2.2","0.14","0","9","0","0"
"4","7","4","0","0","9","2.3","0.14","0","9","0","0"
"4","7","5","0","0","10","2.6","0.14","0","10","0","0"
